,qid,docno,label
150,23849,6543413,1
151,23849,6602616,1
152,23849,6622147,0
153,23849,6667419,0
154,23849,6688736,0
155,23849,6688737,2
156,23849,6688738,1
157,23849,6688739,0
158,23849,6688741,1
159,23849,6688742,2
160,23849,6688743,1
161,23849,6705133,1
162,23849,67500,0
163,23849,6803015,1
164,23849,6970103,0
165,23849,7008458,1
166,23849,7014217,0
167,23849,7039665,2
168,23849,7039668,0
169,23849,7098341,1
170,23849,7119957,0
171,23849,7153659,0
172,23849,7186713,3
173,23849,723681,1
174,23849,7300641,1
175,23849,7395195,1
176,23849,7526373,0
177,23849,7624167,0
178,23849,7624168,3
179,23849,7752628,0
180,23849,7845081,3
181,23849,7896999,1
182,23849,7907569,0
183,23849,794785,0
184,23849,7987538,2
185,23849,7987541,2
186,23849,7987542,3
187,23849,7991033,0
188,23849,8010558,2
189,23849,8010559,2
190,23849,8010560,3
191,23849,8010561,3
192,23849,8010562,3
193,23849,8010564,1
194,23849,8010566,1
195,23849,8017141,2
196,23849,8052286,1
197,23849,8059826,1
198,23849,8133127,0
199,23849,8135871,0
200,23849,8140319,0
201,23849,8163080,0
202,23849,8177749,1
203,23849,8246990,1
204,23849,8336161,2
205,23849,836559,2
206,23849,8379423,1
207,23849,8420441,0
208,23849,8466750,0
209,23849,8534117,1
210,23849,8547803,0
211,23849,8707726,0
212,23849,8737814,0
213,23849,958491,0
214,23849,958495,1
215,23849,970243,0
216,23849,970247,0
217,42255,1109260,0
218,42255,1109262,0
219,42255,1151784,0
220,42255,1191782,0
221,42255,1235701,0
222,42255,1290294,0
223,42255,1328283,0
224,42255,1452741,0
225,42255,1470399,0
226,42255,1470400,0
227,42255,1470405,0
228,42255,1510976,0
229,42255,1514743,0
230,42255,1573275,0
231,42255,1601662,0
232,42255,1601663,0
233,42255,1601666,0
234,42255,1601667,0
235,42255,1606221,0
236,42255,1606224,0
237,42255,1606227,0
238,42255,1625132,0
239,42255,1665122,0
240,42255,1665123,0
241,42255,1739981,0
242,42255,179532,0
243,42255,179534,0
244,42255,179539,0
245,42255,182410,0
246,42255,182411,0
247,42255,1863182,0
248,42255,1863188,0
249,42255,1896378,0
250,42255,1896382,0
251,42255,1912147,0
252,42255,1967917,0
253,42255,1987992,0
254,42255,2040834,0
255,42255,2172522,0
256,42255,2189723,0
257,42255,2189727,0
258,42255,2229961,0
259,42255,2335785,0
260,42255,2452871,0
261,42255,2478289,0
262,42255,2478293,0
263,42255,2584024,0
264,42255,2584026,0
265,42255,2584028,0
266,42255,2622952,0
267,42255,2637808,0
268,42255,2673763,0
269,42255,2673764,0
270,42255,2799681,0
271,42255,2799683,0
272,42255,2799685,0
273,42255,2799686,0
274,42255,2799687,0
275,42255,2882385,0
276,42255,3063186,0
277,42255,3063193,0
278,42255,3077465,0
279,42255,3077466,0
280,42255,3120758,0
281,42255,3120759,0
282,42255,3120760,0
283,42255,3349781,0
284,42255,3349782,0
285,42255,3349786,0
286,42255,363749,0
287,42255,3716282,0
288,42255,3723425,0
289,42255,3778202,0
290,42255,3783705,0
291,42255,3817242,0
292,42255,3862109,0
293,42255,4058733,0
294,42255,4158621,0
295,42255,459262,0
296,42255,459264,0
297,42255,461282,0
298,42255,471838,0
299,42255,4718738,0
300,42255,499027,0
301,42255,499032,0
302,42255,499034,0
303,42255,5326925,0
304,42255,5326929,0
305,42255,5326930,0
306,42255,542943,0
307,42255,5436512,0
308,42255,5462358,0
309,42255,5488089,0
310,42255,5489475,0
311,42255,5519434,0
312,42255,5524726,0
313,42255,5524727,0
314,42255,5538135,0
315,42255,5538138,0
316,42255,5550454,0
317,42255,5550457,0
318,42255,5656056,0
319,42255,5783297,0
320,42255,5783298,0
321,42255,5823922,0
322,42255,5823924,0
323,42255,5823925,0
324,42255,5823927,0
325,42255,5890416,0
326,42255,5921276,0
327,42255,5977535,0
328,42255,5977537,0
329,42255,5997797,0
330,42255,6000161,0
331,42255,6000165,0
332,42255,6000167,0
333,42255,6030147,0
334,42255,6098601,0
335,42255,6159642,0
336,42255,6159644,0
337,42255,6159645,0
338,42255,6170528,0
339,42255,6170535,0
340,42255,6186369,0
341,42255,6220184,0
342,42255,6261568,0
343,42255,6278918,0
344,42255,6307609,0
345,42255,6312915,0
346,42255,6312919,0
347,42255,6312922,0
348,42255,6468049,0
349,42255,6487361,0
350,42255,6560210,0
351,42255,6694504,0
352,42255,6694507,0
353,42255,6784918,0
354,42255,6784920,0
355,42255,6784921,0
356,42255,6784924,0
357,42255,6825602,0
358,42255,6971740,0
359,42255,6973546,0
360,42255,6983042,0
361,42255,6983048,0
362,42255,7123386,0
363,42255,7123389,0
364,42255,7123390,0
365,42255,7237384,0
366,42255,7270407,0
367,42255,731997,0
368,42255,731999,0
369,42255,732000,0
370,42255,732001,0
371,42255,7360526,0
372,42255,7360533,0
373,42255,7545797,0
374,42255,7545801,0
375,42255,7545805,0
376,42255,7552538,0
377,42255,7686741,0
378,42255,7688778,0
379,42255,7688779,0
380,42255,7743198,0
381,42255,7795610,0
382,42255,7863564,0
383,42255,7863567,0
384,42255,7944027,0
385,42255,7975405,0
386,42255,8012290,0
387,42255,8012296,0
388,42255,804570,0
389,42255,8170475,0
390,42255,823322,0
391,42255,8249852,0
392,42255,8286390,0
393,42255,8328839,0
394,42255,8372966,0
395,42255,8372967,0
396,42255,8372968,0
397,42255,8405342,0
398,42255,842640,0
399,42255,8472836,0
400,42255,857478,0
401,42255,857479,0
402,42255,8612644,0
403,42255,8654156,0
404,42255,8654160,0
405,42255,8679833,0
406,42255,8690589,0
407,42255,8708183,0
408,42255,8720116,0
409,42255,8720119,0
410,42255,8746188,3
411,42255,8746189,3
412,42255,8746190,0
413,42255,8746191,2
414,42255,8746192,0
415,42255,8746194,1
416,42255,8746195,2
417,42255,8746196,2
418,42255,8746197,3
419,42255,8841517,0
420,47210,1033562,0
421,47210,1131414,0
422,47210,1156867,1
423,47210,1193029,0
424,47210,1560499,0
425,47210,1560504,1
426,47210,1764823,0
427,47210,1839667,0
428,47210,1839668,0
429,47210,1839669,2
430,47210,1839670,0
431,47210,1839674,0
432,47210,1839675,2
433,47210,1880177,2
434,47210,1880178,1
435,47210,1880179,0
436,47210,1880180,0
437,47210,1880181,2
438,47210,1880184,0
439,47210,1941138,0
440,47210,1941143,0
441,47210,2000373,0
442,47210,2042918,3
443,47210,2042920,2
444,47210,2042922,2
445,47210,2042923,1
446,47210,2042924,2
447,47210,2091802,0
448,47210,2131771,0
449,47210,2205327,0
450,47210,2338382,1
451,47210,2338383,1
452,47210,2338384,1
453,47210,2338385,2
454,47210,2338386,0
455,47210,2477446,1
456,47210,2545998,3
457,47210,2545999,1
458,47210,2546000,1
459,47210,2546001,3
460,47210,2546002,3
461,47210,2546003,1
462,47210,2546004,1
463,47210,2546005,3
464,47210,2546007,3
465,47210,2566998,1
466,47210,3131197,0
467,47210,3136853,0
468,47210,3304358,1
469,47210,3304359,1
470,47210,3304361,1
471,47210,3304362,3
472,47210,3304365,1
473,47210,3381910,0
474,47210,3381914,0
475,47210,347981,0
476,47210,3491885,0
477,47210,3713692,0
478,47210,3757933,0
479,47210,4007103,2
480,47210,4007105,2
481,47210,4007106,1
482,47210,4007107,2
483,47210,4007108,2
484,47210,4007109,1
485,47210,4748992,0
486,47210,4748997,1
487,47210,4783567,0
488,47210,488908,0
489,47210,4915785,0
490,47210,4924263,0
491,47210,5104162,0
492,47210,5131088,0
493,47210,5207323,0
494,47210,5207325,1
495,47210,5207326,0
496,47210,5207327,1
497,47210,5207328,1
498,47210,5207329,1
499,47210,5219856,0
500,47210,5219857,0
501,47210,5252558,0
502,47210,5301401,0
503,47210,5301402,2
504,47210,5301403,1
505,47210,5301404,2
506,47210,5301406,1
507,47210,5497272,1
508,47210,5497277,0
509,47210,5497278,0
510,47210,5509243,0
511,47210,5511819,0
512,47210,5561968,0
513,47210,5627231,1
514,47210,5642098,0
515,47210,5642101,0
516,47210,5642104,1
517,47210,5642106,0
518,47210,5642107,1
519,47210,5691600,1
520,47210,5691601,0
521,47210,5698323,0
522,47210,5738110,0
523,47210,5738112,0
524,47210,5787615,0
525,47210,5947917,0
526,47210,6023074,0
527,47210,6168275,2
528,47210,6168277,2
529,47210,6168279,0
530,47210,6168516,0
531,47210,6168517,1
532,47210,6168520,2
533,47210,6180502,0
534,47210,6180503,2
535,47210,6180504,1
536,47210,6180507,0
537,47210,6330618,1
538,47210,6395755,0
539,47210,6502206,0
540,47210,6502207,2
541,47210,6910680,0
542,47210,6910682,0
543,47210,6910687,0
544,47210,6990781,0
545,47210,6990782,1
546,47210,7067449,0
547,47210,7067451,0
548,47210,7067453,0
549,47210,7367870,1
550,47210,7367872,2
551,47210,7367873,1
552,47210,7386897,0
553,47210,7440357,0
554,47210,7509248,2
555,47210,7509249,1
556,47210,7509250,2
557,47210,7509251,1
558,47210,7509252,1
559,47210,7509253,1
560,47210,7562282,0
561,47210,7562284,1
562,47210,756519,0
563,47210,7580141,0
564,47210,823036,0
565,47210,8234744,0
566,47210,8241222,1
567,47210,8261977,1
568,47210,8261978,1
569,47210,8264966,0
570,47210,8339173,0
571,47210,8339175,0
572,47210,8609955,0
573,47210,8626700,0
574,47210,8646331,0
575,47210,8703469,0
576,47210,8806600,0
577,47210,89912,0
578,47210,968238,0
579,67316,1134526,0
580,67316,1179054,0
581,67316,1218759,1
582,67316,1218764,2
583,67316,1228611,0
584,67316,1237487,0
585,67316,1261955,0
586,67316,1299238,0
587,67316,1299339,0
588,67316,1320687,0
589,67316,1320692,0
590,67316,1324303,0
591,67316,1325095,0
592,67316,1401789,2
593,67316,1408563,0
594,67316,1471086,0
595,67316,1480716,0
596,67316,1494278,0
597,67316,1815035,0
598,67316,1865901,0
599,67316,1920786,1
600,67316,1973272,0
601,67316,1974375,0
602,67316,2082259,0
603,67316,209705,1
604,67316,209706,1
605,67316,209707,2
606,67316,2135020,0
607,67316,2162326,1
608,67316,2169133,0
609,67316,2173084,0
610,67316,2268657,1
611,67316,2347766,0
612,67316,2365990,0
613,67316,2365993,0
614,67316,2365997,0
615,67316,2508367,1
616,67316,255845,0
617,67316,2590585,0
618,67316,2713508,0
619,67316,2713510,0
620,67316,2739087,0
621,67316,2748419,0
622,67316,2784534,0
623,67316,2784536,0
624,67316,2930654,1
625,67316,2930655,0
626,67316,2930660,3
627,67316,2930661,2
628,67316,3063530,0
629,67316,3082750,0
630,67316,308681,0
631,67316,3120268,0
632,67316,3227881,0
633,67316,3250707,2
634,67316,3345303,0
635,67316,3353057,0
636,67316,3393479,2
637,67316,34752,0
638,67316,34754,0
639,67316,3501429,0
640,67316,351053,0
641,67316,351055,0
642,67316,3552831,0
643,67316,3557359,0
644,67316,3679358,0
645,67316,3713997,0
646,67316,3743854,0
647,67316,376564,1
648,67316,3810716,0
649,67316,3810719,0
650,67316,3837706,0
651,67316,3840812,0
652,67316,3857558,0
653,67316,3884310,0
654,67316,4141330,0
655,67316,4163705,0
656,67316,4180169,0
657,67316,4204490,0
658,67316,4217953,0
659,67316,4252546,0
660,67316,4267676,0
661,67316,4294518,1
662,67316,4294519,1
663,67316,4294523,1
664,67316,4343003,0
665,67316,4482562,0
666,67316,450305,0
667,67316,450306,0
668,67316,450309,0
669,67316,4540631,2
670,67316,4540632,1
671,67316,46280,0
672,67316,4661069,0
673,67316,4682921,0
674,67316,4706476,0
675,67316,4744135,0
676,67316,4789318,1
677,67316,4789319,3
678,67316,4789322,1
679,67316,479887,0
680,67316,4863059,0
681,67316,5029981,1
682,67316,5029984,0
683,67316,5029988,0
684,67316,5035978,0
685,67316,5068002,0
686,67316,5071152,0
687,67316,5165130,0
688,67316,5181841,0
689,67316,5194687,0
690,67316,5198659,0
691,67316,5255537,0
692,67316,529225,0
693,67316,529228,0
694,67316,5432569,0
695,67316,5432571,0
696,67316,546521,0
697,67316,5470840,0
698,67316,5470841,0
699,67316,5470845,0
700,67316,5502613,0
701,67316,5546039,0
702,67316,5622317,0
703,67316,5631030,0
704,67316,5640235,0
705,67316,5644606,0
706,67316,5695904,0
707,67316,5695950,0
708,67316,5697652,0
709,67316,5755052,0
710,67316,5824138,0
711,67316,5836324,1
712,67316,5836325,1
713,67316,5919654,0
714,67316,5976604,0
715,67316,6091258,1
716,67316,6116679,0
717,67316,6179106,0
718,67316,6179107,0
719,67316,6179111,0
720,67316,6190970,1
721,67316,6290072,0
722,67316,6290074,0
723,67316,6290078,0
724,67316,6290080,0
725,67316,6354033,0
726,67316,6387611,2
727,67316,6387612,2
728,67316,6439840,1
729,67316,6459308,0
730,67316,6573920,0
731,67316,6607539,1
732,67316,6607540,0
733,67316,6607541,1
734,67316,6607543,1
735,67316,6607546,0
736,67316,6619286,0
737,67316,6680964,3
738,67316,6680965,1
739,67316,6680966,2
740,67316,6680967,1
741,67316,6680968,0
742,67316,6683215,0
743,67316,6725832,2
744,67316,6764668,0
745,67316,6764671,0
746,67316,6764674,0
747,67316,6764675,0
748,67316,6808297,0
749,67316,6905735,0
750,67316,6909151,1
751,67316,6925995,0
752,67316,6926001,1
753,67316,6957398,0
754,67316,699797,1
755,67316,7019081,2
756,67316,707665,0
757,67316,708462,0
758,67316,7087577,0
759,67316,7111671,0
760,67316,7112302,1
761,67316,7114279,3
762,67316,7183389,1
763,67316,7348851,3
764,67316,7355924,0
765,67316,7382309,0
766,67316,7389433,0
767,67316,7418431,1
768,67316,7418432,2
769,67316,7418438,2
770,67316,7447210,0
771,67316,7523745,0
772,67316,7630885,0
773,67316,7659429,0
774,67316,7666497,0
775,67316,7684369,0
776,67316,7688987,0
777,67316,7701876,1
778,67316,7803081,0
779,67316,800359,2
780,67316,8003840,0
781,67316,8018785,0
782,67316,8161992,1
783,67316,8174901,0
784,67316,8244168,0
785,67316,8285434,0
786,67316,8308297,2
787,67316,8312258,3
788,67316,8312262,0
789,67316,8312265,2
790,67316,8322645,0
791,67316,8351314,0
792,67316,8377581,0
793,67316,8381113,0
794,67316,8385984,0
795,67316,8385989,0
796,67316,8423873,0
797,67316,8431632,0
798,67316,8431637,0
799,67316,8496425,0
800,67316,8606514,0
801,67316,8625475,0
802,67316,8708982,0
803,67316,8781744,0
804,67316,8803025,0
805,67316,958313,0
806,67316,964173,0
807,67316,973226,0
808,118440,1016474,0
809,118440,1016475,0
810,118440,1018686,0
811,118440,1034871,0
812,118440,1072188,0
813,118440,1072189,0
814,118440,1072191,0
815,118440,1087056,0
816,118440,1087061,0
817,118440,1093861,0
818,118440,1093864,0
819,118440,1137106,2
820,118440,1138296,0
821,118440,1145052,1
822,118440,1160097,0
823,118440,1173271,0
824,118440,118365,0
825,118440,118372,0
826,118440,1200016,0
827,118440,120234,0
828,118440,1212204,1
829,118440,1271162,0
830,118440,1279934,2
831,118440,1281433,0
832,118440,1305126,0
833,118440,1306758,0
834,118440,1323063,2
835,118440,1323064,3
836,118440,1323065,1
837,118440,1323066,1
838,118440,1323067,2
839,118440,1341172,0
840,118440,1353287,0
841,118440,1362777,0
842,118440,1363109,1
843,118440,1363111,3
844,118440,1363115,2
845,118440,1363116,2
846,118440,1410004,0
847,118440,1437305,0
848,118440,144056,1
849,118440,144057,1
850,118440,144061,1
851,118440,1443589,0
852,118440,1445679,0
853,118440,1445681,0
854,118440,1445685,1
855,118440,1465558,0
856,118440,1466776,3
857,118440,1466777,1
858,118440,1466778,1
859,118440,1466779,1
860,118440,1466781,1
861,118440,1466782,2
862,118440,1491519,1
863,118440,149314,1
864,118440,1501272,0
865,118440,154963,0
866,118440,1569786,3
867,118440,1569787,0
868,118440,1595384,2
869,118440,1617037,0
870,118440,1670339,1
871,118440,1675975,0
872,118440,1680085,2
873,118440,1695440,2
874,118440,1697395,2
875,118440,1711898,0
876,118440,1721846,2
877,118440,172294,0
878,118440,1775211,1
879,118440,1804730,3
880,118440,1827531,0
881,118440,1841633,0
882,118440,1874577,0
883,118440,1877853,2
884,118440,1877854,2
885,118440,1938787,0
886,118440,1938791,0
887,118440,1974382,0
888,118440,2017912,0
889,118440,2131740,3
890,118440,224513,3
891,118440,2286340,0
892,118440,2408162,1
893,118440,2408167,2
894,118440,2504007,2
895,118440,2601987,1
896,118440,2605332,0
897,118440,2605338,0
898,118440,2605341,0
899,118440,2607749,1
900,118440,2607750,2
901,118440,2607751,1
902,118440,2607752,2
903,118440,2607753,3
904,118440,2607755,0
905,118440,2607756,0
906,118440,2607757,1
907,118440,2607758,2
908,118440,2614071,0
909,118440,2699180,3
910,118440,2699182,2
911,118440,2699184,2
912,118440,2699188,1
913,118440,2733363,1
914,118440,2790299,0
915,118440,2833698,2
916,118440,2843797,1
917,118440,2843798,1
918,118440,2843799,3
919,118440,2859277,1
920,118440,293542,1
921,118440,293544,1
922,118440,293547,1
923,118440,2969571,0
924,118440,2975214,0
925,118440,2975216,0
926,118440,3033116,1
927,118440,3038505,3
928,118440,3038506,1
929,118440,3038507,3
930,118440,3038509,2
931,118440,3038511,0
932,118440,3038512,2
933,118440,3038513,2
934,118440,3094878,1
935,118440,310475,1
936,118440,3156618,1
937,118440,3156619,2
938,118440,3156620,2
939,118440,3156621,2
940,118440,3156622,2
941,118440,3156623,3
942,118440,3156624,2
943,118440,3156625,1
944,118440,3156626,2
945,118440,317033,1
946,118440,3194550,1
947,118440,3220938,0
948,118440,3265126,0
949,118440,3516513,1
950,118440,3516515,1
951,118440,3592261,1
952,118440,3592262,0
953,118440,3625272,1
954,118440,3654562,0
955,118440,3683466,3
956,118440,3683467,2
957,118440,3683468,2
958,118440,3683469,2
959,118440,3683470,2
960,118440,3683471,1
961,118440,3683472,2
962,118440,3789153,1
963,118440,384424,0
964,118440,385602,0
965,118440,3920975,0
966,118440,3920976,2
967,118440,4070255,2
968,118440,4070256,2
969,118440,4083748,0
970,118440,4183264,0
971,118440,420882,2
972,118440,4270698,1
973,118440,4315576,1
974,118440,434276,0
975,118440,4364920,0
976,118440,4403465,0
977,118440,4403471,0
978,118440,4406104,0
979,118440,4408771,1
980,118440,4430975,0
981,118440,4447373,1
982,118440,4480168,2
983,118440,4486898,1
984,118440,4599704,3
985,118440,4658246,1
986,118440,4667455,1
987,118440,4667460,1
988,118440,4667462,2
989,118440,4737856,0
990,118440,473926,1
991,118440,473930,1
992,118440,4761721,0
993,118440,47776,0
994,118440,47781,2
995,118440,477964,2
996,118440,4787995,1
997,118440,4880050,2
998,118440,4909309,2
999,118440,4909312,0
1000,118440,4909314,1
1001,118440,4909315,2
1002,118440,4909317,1
1003,118440,4928538,2
1004,118440,5051961,0
1005,118440,5129764,0
1006,118440,520512,1
1007,118440,5229209,0
1008,118440,5255509,2
1009,118440,5274664,1
1010,118440,5276975,1
1011,118440,5336689,1
1012,118440,5338805,0
1013,118440,535883,1
1014,118440,5365149,0
1015,118440,5365150,0
1016,118440,5475288,1
1017,118440,5475294,1
1018,118440,5577871,1
1019,118440,5577872,1
1020,118440,5577877,2
1021,118440,5577879,1
1022,118440,5630948,0
1023,118440,5630952,1
1024,118440,5723357,0
1025,118440,5740187,1
1026,118440,5821384,0
1027,118440,5833421,1
1028,118440,5833423,2
1029,118440,5833424,2
1030,118440,5845642,2
1031,118440,5971408,3
1032,118440,5971411,0
1033,118440,6004576,0
1034,118440,6033909,3
1035,118440,6033913,2
1036,118440,6035767,2
1037,118440,6081782,1
1038,118440,6100851,1
1039,118440,615926,1
1040,118440,6185397,2
1041,118440,6185398,2
1042,118440,6263715,1
1043,118440,6291749,0
1044,118440,6302074,0
1045,118440,6360238,0
1046,118440,6382751,0
1047,118440,6449505,0
1048,118440,6458427,1
1049,118440,6523592,0
1050,118440,6530471,1
1051,118440,6535690,2
1052,118440,6592769,0
1053,118440,6596669,1
1054,118440,6609238,2
1055,118440,6609240,1
1056,118440,6612445,0
1057,118440,66360,1
1058,118440,6648624,2
1059,118440,6648626,1
1060,118440,6648627,1
1061,118440,6687964,1
1062,118440,6687965,0
1063,118440,6687966,2
1064,118440,6687968,2
1065,118440,6687970,1
1066,118440,6744365,0
1067,118440,6744366,0
1068,118440,6750547,0
1069,118440,6750548,0
1070,118440,6750550,0
1071,118440,6750552,0
1072,118440,6750553,0
1073,118440,6750554,0
1074,118440,6765714,0
1075,118440,6765719,1
1076,118440,6769658,1
1077,118440,6802136,1
1078,118440,6802137,2
1079,118440,7029580,0
1080,118440,7035722,0
1081,118440,7058650,2
1082,118440,7070311,1
1083,118440,7080262,1
1084,118440,7092475,2
1085,118440,7092476,3
1086,118440,7106155,0
1087,118440,7151289,1
1088,118440,7163794,1
1089,118440,7263710,1
1090,118440,7273638,2
1091,118440,7303160,0
1092,118440,7305252,1
1093,118440,7305253,1
1094,118440,7305255,1
1095,118440,7305260,2
1096,118440,7311729,1
1097,118440,7318629,1
1098,118440,7318630,1
1099,118440,7329481,0
1100,118440,7339241,2
1101,118440,7339242,0
1102,118440,7419168,3
1103,118440,7439162,0
1104,118440,7447687,2
1105,118440,7447688,1
1106,118440,7447691,0
1107,118440,7447692,2
1108,118440,7554155,1
1109,118440,7572822,0
1110,118440,7663580,1
1111,118440,7703789,0
1112,118440,7720199,1
1113,118440,773304,1
1114,118440,775291,0
1115,118440,7768573,0
1116,118440,7848562,1
1117,118440,7883911,1
1118,118440,7926139,2
1119,118440,7962203,0
1120,118440,7977791,1
1121,118440,8041325,1
1122,118440,8071112,1
1123,118440,8106597,1
1124,118440,8109250,1
1125,118440,8123947,0
1126,118440,8128704,2
1127,118440,8128706,0
1128,118440,8128710,0
1129,118440,8128711,2
1130,118440,8197938,0
1131,118440,8334593,0
1132,118440,8339781,1
1133,118440,8367839,2
1134,118440,8367842,1
1135,118440,8367843,1
1136,118440,8379150,1
1137,118440,8412702,0
1138,118440,8472524,0
1139,118440,8527718,3
1140,118440,8527723,1
1141,118440,8586372,2
1142,118440,860530,2
1143,118440,8624752,1
1144,118440,8629810,1
1145,118440,8629813,1
1146,118440,8655970,1
1147,118440,8724459,0
1148,118440,8785852,0
1149,118440,98383,2
1150,118440,985264,1
1151,118440,985267,2
1152,121171,1007876,0
1153,121171,1048214,0
1154,121171,1072890,0
1155,121171,107552,0
1156,121171,1075868,0
1157,121171,1087061,0
1158,121171,1087310,1
1159,121171,1087311,1
1160,121171,1100675,0
1161,121171,1102916,0
1162,121171,1105284,0
1163,121171,1114530,0
1164,121171,1129307,0
1165,121171,113254,0
1166,121171,1138296,0
1167,121171,1139967,0
1168,121171,1160097,0
1169,121171,1175612,1
1170,121171,1178694,0
1171,121171,1181917,0
1172,121171,118372,0
1173,121171,120234,0
1174,121171,1207573,0
1175,121171,1210742,0
1176,121171,1219224,2
1177,121171,1219231,2
1178,121171,1236382,0
1179,121171,1249459,0
1180,121171,1260874,0
1181,121171,1261654,0
1182,121171,1272983,0
1183,121171,1278921,1
1184,121171,1278926,1
1185,121171,1278927,0
1186,121171,1278929,1
1187,121171,1278930,2
1188,121171,128949,0
1189,121171,1290163,0
1190,121171,1331148,1
1191,121171,1408246,0
1192,121171,1408247,0
1193,121171,1421180,0
1194,121171,1448528,2
1195,121171,1460907,2
1196,121171,1521190,0
1197,121171,1543703,0
1198,121171,1568658,1
1199,121171,1629037,1
1200,121171,1648244,2
1201,121171,1651653,1
1202,121171,165363,0
1203,121171,1659234,0
1204,121171,1683909,0
1205,121171,1710883,1
1206,121171,1710884,1
1207,121171,1898444,1
1208,121171,1912872,1
1209,121171,1955507,1
1210,121171,1957753,1
1211,121171,1971149,0
1212,121171,1974443,0
1213,121171,1984483,0
1214,121171,1984785,2
1215,121171,2132090,1
1216,121171,2132420,2
1217,121171,2156101,1
1218,121171,2184701,1
1219,121171,2214980,1
1220,121171,2226645,2
1221,121171,2226651,2
1222,121171,2282917,1
1223,121171,2282923,1
1224,121171,2297406,0
1225,121171,2297409,1
1226,121171,2320297,0
1227,121171,2320300,0
1228,121171,2337570,0
1229,121171,2343233,1
1230,121171,2367589,0
1231,121171,2370501,1
1232,121171,2371741,0
1233,121171,2442812,0
1234,121171,2467756,1
1235,121171,2472387,0
1236,121171,2474195,2
1237,121171,2479538,1
1238,121171,2550805,1
1239,121171,2550806,2
1240,121171,2550807,2
1241,121171,2550809,1
1242,121171,2550810,1
1243,121171,2550811,2
1244,121171,2550812,1
1245,121171,2550813,2
1246,121171,2550814,2
1247,121171,2579338,1
1248,121171,2579341,1
1249,121171,259430,1
1250,121171,259431,0
1251,121171,259432,2
1252,121171,259433,2
1253,121171,259434,1
1254,121171,259435,1
1255,121171,259436,1
1256,121171,259437,0
1257,121171,2626097,1
1258,121171,2626098,2
1259,121171,2626099,2
